position,track name,artist,streams,region,date,spotify_id
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-13--2017-01-20,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-20--2017-01-27,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
NA,NA,NA,NA,nl,2017-01-27--2017-02-03,NA
