Position,Track Name,Artist,Streams,date,region,spotify_id
1,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,108975,2019-01-11--2019-01-18,hk,3KkXRkHbMCARz0aVfEt68P
2,"thank u, next",Ariana Grande,96726,2019-01-11--2019-01-18,hk,2rPE9A1vEgShuZxxzR2tZH
3,Without Me,Halsey,85724,2019-01-11--2019-01-18,hk,5p7ujcrUXASCNwRaWNHR1C
4,Everything I Need (From Aquaman: Original Motion Picture Soundtrack) - Film Version,Skylar Grey,85072,2019-01-11--2019-01-18,hk,1SO5RyYJZUAI0aHkAkrF2p
5,百年樹木,Hins Cheung,82904,2019-01-11--2019-01-18,hk,5ql4tlxS3GtADNsSRi2GnW
6,Wow.,Post Malone,81132,2019-01-11--2019-01-18,hk,6MWtB6iiXyIwun0YzU6DFP
7,Dancing With A Stranger (with Normani),Sam Smith,77011,2019-01-11--2019-01-18,hk,6Qs4SXO9dwPj5GKvVOv8Ki
8,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,66125,2019-01-11--2019-01-18,hk,3ayrHkyorPEpeOBvZ76SwG
9,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,62051,2019-01-11--2019-01-18,hk,5JEx7HbmvHQQswJCsoo9rA
10,Sweet but Psycho,Ava Max,61612,2019-01-11--2019-01-18,hk,25sgk305KZfyuqVBQIahim
11,Saturday Nights,Khalid,61269,2019-01-11--2019-01-18,hk,5kfNriitmkNE8mUbZ7gbq8
12,Shallow,Lady Gaga,60960,2019-01-11--2019-01-18,hk,2VxeLyX666F8uXCJ0dZF8B
13,SOLO,JENNIE,59868,2019-01-11--2019-01-18,hk,2wVDWtLKXunswWecARNILj
14,(一個男人) 一個女人 和浴室,Louis Koo,59728,2019-01-11--2019-01-18,hk,5NvsRbIoMFMqBAVFHn1f3X
15,龍舌蘭,Eason Chan,57750,2019-01-11--2019-01-18,hk,2yJuzhRAp75De9QFcR0qXl
16,認真如初,Jason Chan,49549,2019-01-11--2019-01-18,hk,2rdcqS9cMomMCHqtX3v7hM
17,春秋,Hins Cheung,49193,2019-01-11--2019-01-18,hk,2WVbMoHdWCspdiEa7OnG1D
18,High Hopes,Panic! At The Disco,49049,2019-01-11--2019-01-18,hk,1rqqCSm0Qe4I9rUvWncaom
19,imagine,Ariana Grande,48145,2019-01-11--2019-01-18,hk,0todbbT9g5uQGbeFCiBf2F
20,Hope,The Chainsmokers,46563,2019-01-11--2019-01-18,hk,4BiiOzZCrXEzHRLYcYFiD5
21,裝睡的情人,Hins Cheung,46061,2019-01-11--2019-01-18,hk,5hdFOCoXHRbGEGF6A0IylT
22,Lost in the Fire,Gesaffelstein,45980,2019-01-11--2019-01-18,hk,7wFybC8jBH3zE139OpCtpG
23,"Fire On Fire - From ""Watership Down""",Sam Smith,45835,2019-01-11--2019-01-18,hk,5rFj8OzffT0iggSjcBaeND
24,未來見,RubberBand,45799,2019-01-11--2019-01-18,hk,5OPqZ5dEqrdPGatJgnZ8xG
25,Always Remember Us This Way,Lady Gaga,45142,2019-01-11--2019-01-18,hk,2rbDhOo9Fh61Bbu23T2qCk
26,漸漸,Eason Chan,45017,2019-01-11--2019-01-18,hk,1o5PE9VNUd8EJtcYLA3QxP
27,心之科學,Joey Yung,44613,2019-01-11--2019-01-18,hk,1gVMd7oYGo6Whlgg7pAa7M
28,我們萬歲,Eason Chan,43493,2019-01-11--2019-01-18,hk,36zXp2vEis00HRdX3pYEMr
29,勇悍・17,Juno Mak,43466,2019-01-11--2019-01-18,hk,58nDLotEOqoDorTkvz4tJf
30,Bad Liar,Imagine Dragons,42008,2019-01-11--2019-01-18,hk,2RSHsoi04658QL5xgQVov3
31,Girls Like You (feat. Cardi B),Maroon 5,41367,2019-01-11--2019-01-18,hk,7fa9MBXhVfQ8P8Df9OEbD8
32,一個女人和浴室,Kay Tse,41330,2019-01-11--2019-01-18,hk,4IxKTRZn3KQxj3dwwqbyGi
33,Going Bad (feat. Drake),Meek Mill,40767,2019-01-11--2019-01-18,hk,2IRZnDFmlqMuOrYOLnZZyc
34,永遠飛行模式,Dear Jane,40307,2019-01-11--2019-01-18,hk,5EIzOqZAhzahqfECAm68sY
35,櫻花樹下,Hins Cheung,39669,2019-01-11--2019-01-18,hk,2FgDWCqMCIAATvqr9ozeYm
36,Eastside (with Halsey & Khalid),benny blanco,38985,2019-01-11--2019-01-18,hk,7FGq80cy8juXBCD2nrqdWU
37,Happier,Marshmello,38492,2019-01-11--2019-01-18,hk,2dpaYNEQHiRxtZbfNsse99
38,Look Back at It,A Boogie Wit da Hoodie,38332,2019-01-11--2019-01-18,hk,3Ol2xnObFdKV9pmRD2t9x8
39,Shape of You,Ed Sheeran,37803,2019-01-11--2019-01-18,hk,7qiZfU4dY1lWllzX7mPBI3
40,Perfect,Ed Sheeran,37705,2019-01-11--2019-01-18,hk,0tgVpDi06FyKpA1z0VMD4v
41,在月台上等你,Janice Vidal,37304,2019-01-11--2019-01-18,hk,4apKcYGPasaBCwmEVvGB0k
42,說散就散,JC 陳詠桐,36988,2019-01-11--2019-01-18,hk,3CE1HoJJ0FVKo7JHsWIuvC
43,Trampoline,SHAED,36341,2019-01-11--2019-01-18,hk,0lsRatBUs9HNIZAmoGABzk
44,等你下課,Jay Chou,35723,2019-01-11--2019-01-18,hk,76WthWB0v0KXUHZoAclMVV
45,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,35120,2019-01-11--2019-01-18,hk,6mQLN3zRtAp6ovjusyYKrV
46,別𠱁我,JC 陳詠桐,35100,2019-01-11--2019-01-18,hk,6VeoA1vxx9dueepuakIbMr
47,Havana (feat. Young Thug),Camila Cabello,34740,2019-01-11--2019-01-18,hk,1rfofaqEpACxVEHIZBJe6W
48,Kiss and Make Up,Dua Lipa,34623,2019-01-11--2019-01-18,hk,13hvHEstJ4sNbzdroPrPI3
49,告白氣球,Jay Chou,34012,2019-01-11--2019-01-18,hk,1ivCIgrYZyE0BvItL4Z8lk
50,亂世情侶,Leo Ku,33980,2019-01-11--2019-01-18,hk,0n9AcvtAVZIhEfnZsBbELp
51,This Feeling,The Chainsmokers,33661,2019-01-11--2019-01-18,hk,4NBTZtAt1F13VvlSKe6KTl
52,SICKO MODE,Travis Scott,33498,2019-01-11--2019-01-18,hk,2xLMifQCjDGFmkHkpNLD9h
53,怎麼了,Eric Chou,33190,2019-01-11--2019-01-18,hk,2IAumRplFr0Ns09kKgt2je
54,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,32558,2019-01-11--2019-01-18,hk,27rdGxbavYJeBphck5MZAF
55,"但願人長久 - 劇集 ""跳躍生命線"" 插曲",HANA,31776,2019-01-11--2019-01-18,hk,1aJOV8dO0bxMZ7x7EGp3fX
56,Ruin My Life,Zara Larsson,31696,2019-01-11--2019-01-18,hk,5tAa8Uaqr4VvA3693mbIhU
57,when the party's over,Billie Eilish,31619,2019-01-11--2019-01-18,hk,14JzyD6FlBD5z0wV5P07YI
58,Beautiful (feat. Camila Cabello),Bazzi,31575,2019-01-11--2019-01-18,hk,4VUwkH455At9kENOfzTqmF
59,Be Alright,Dean Lewis,31455,2019-01-11--2019-01-18,hk,3EPXxR3ImUwfayaurPi3cm
60,Better,Khalid,31417,2019-01-11--2019-01-18,hk,6zeeWid2sgw4lap2jV61PZ
61,睡皇后,G.E.M.,31179,2019-01-11--2019-01-18,hk,3f7D4hlFcvAWCPilTOGJEy
62,Something Just Like This,The Chainsmokers,30685,2019-01-11--2019-01-18,hk,6RUKPb4LETWmmr3iAEQktW
63,後來的我們,Mayday,30305,2019-01-11--2019-01-18,hk,13AruKdh8wJhWx6i5dV8X1
64,缺,Hins Cheung,30153,2019-01-11--2019-01-18,hk,528HFTQqdaMOf31jDTgkGt
65,Giant (with Rag'n'Bone Man),Calvin Harris,30027,2019-01-11--2019-01-18,hk,5itOtNx0WxtJmi1TQ3RuRd
66,Darkside,Alan Walker,29893,2019-01-11--2019-01-18,hk,6SRWhUJcD2YKahCwHavz3X
67,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,29529,2019-01-11--2019-01-18,hk,2LskIZrCeLxRvCiGP8gxlh
68,Better Now,Post Malone,29509,2019-01-11--2019-01-18,hk,7dt6x5M1jzdTEt8oCbisTK
69,你瞞我瞞,Jason Chan,29162,2019-01-11--2019-01-18,hk,1eId3TVzGrwv73YAWAVQMX
70,天才兒童1985,Hins Cheung,28789,2019-01-11--2019-01-18,hk,0DhCquVtVtkXtImx1LoYSr
71,千年如一日,Sammi Cheng,28471,2019-01-11--2019-01-18,hk,7mkgfcip1n2inHYT0zCj03
72,2002,Anne-Marie,28373,2019-01-11--2019-01-18,hk,2BgEsaKNfHUdlh97KmvFyo
73,Gotta Go,CHUNG HA,28232,2019-01-11--2019-01-18,hk,0xq4ZTcmwBfkPGo4RRKmMe
74,Photograph,Ed Sheeran,28126,2019-01-11--2019-01-18,hk,6fxVffaTuwjgEk5h9QyRjy
75,Closer,The Chainsmokers,28103,2019-01-11--2019-01-18,hk,7BKLCZ1jbUBVqRi2FVlTVw
76,突然好想你,Mayday,28047,2019-01-11--2019-01-18,hk,0IAgufC1FlOg1nZMmRZxRr
77,Bohemian Rhapsody - Remastered 2011,Queen,27991,2019-01-11--2019-01-18,hk,7tFiyTwD0nx5a1eklYtX2J
78,戀無可戀,Leo Ku,27537,2019-01-11--2019-01-18,hk,4zVevFBE0Ub4WaUS91f9g1
79,人妻的偽術,Kay Tse,27488,2019-01-11--2019-01-18,hk,13hlBLWc9fTLcmfPjrWkns
80,ZEZE (feat. Travis Scott & Offset),Kodak Black,27476,2019-01-11--2019-01-18,hk,0FZ4Dmg8jJJAPJnvBIzD9z
81,no tears left to cry,Ariana Grande,27395,2019-01-11--2019-01-18,hk,2qT1uLXPVPzGgFOx4jtEuo
82,Thinking out Loud,Ed Sheeran,27390,2019-01-11--2019-01-18,hk,1Slwb6dOYkBlWal1PGtnNg
83,The Middle,Zedd,27256,2019-01-11--2019-01-18,hk,09IStsImFySgyp0pIQdqAc
84,YES or YES,TWICE,27082,2019-01-11--2019-01-18,hk,184XtKkzoAl83quIarUAJP
85,Too Good At Goodbyes,Sam Smith,27062,2019-01-11--2019-01-18,hk,1mXVgsBdtIVeCLJnSnmtdV
86,All Falls Down (feat. Juliander),Alan Walker,27039,2019-01-11--2019-01-18,hk,1HvCFAUIWQsWV9zud3UhDl
87,DDU-DU DDU-DU - KR Ver.,BLACKPINK,26718,2019-01-11--2019-01-18,hk,2CWnuF7ht55Ajyeg4WPvWu
88,Faded,Alan Walker,26362,2019-01-11--2019-01-18,hk,698ItKASDavgwZ3WjaWjtz
89,Say You Won't Let Go,James Arthur,26358,2019-01-11--2019-01-18,hk,5uCax9HTNlzGybIStD3vDh
90,囍帖街,Kay Tse,26318,2019-01-11--2019-01-18,hk,3hU9nGBhYJQwvF8BJ4PUcE
91,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",Eric Chou,26297,2019-01-11--2019-01-18,hk,2gug6MRv4xQFYi9LA3PJCS
92,說謊,Yoga Lin,26278,2019-01-11--2019-01-18,hk,5EXpL9orGpIsscSyBgPdSx
93,Love Someone,Lukas Graham,26212,2019-01-11--2019-01-18,hk,3id2EVGKc3eFAMn9nFnB0r
94,Wolves,Selena Gomez,26062,2019-01-11--2019-01-18,hk,0tBbt8CrmxbjRP0pueQkyU
95,教我這麼愛下去,Andy Hui,25837,2019-01-11--2019-01-18,hk,0vKBUATOetUAnDJBlZ5KVK
96,Youngblood,5 Seconds of Summer,25671,2019-01-11--2019-01-18,hk,2iUXsYOEPhVqEBwsqP70rE
97,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,25618,2019-01-11--2019-01-18,hk,4w8niZpiMy6qz1mntFA5uM
98,那些你很冒險的夢,JJ Lin,25543,2019-01-11--2019-01-18,hk,5kZDxLcbqglZ2yYXg4Mkjc
99,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,25435,2019-01-11--2019-01-18,hk,4hQ6UGyWQIGJmHSo0J88JW
100,別來無恙,Jason Chan,24814,2019-01-11--2019-01-18,hk,2wgF570uODvVSxfd8o3eRf
101,心淡,Joey Yung,24735,2019-01-11--2019-01-18,hk,0Eum5dQqpUDgwJiUucG3QU
102,若然冬天沒有花,梁釗峰,24502,2019-01-11--2019-01-18,hk,07JzFsUuuOW4eQR6d9iMXR
103,假以時日,Hins Cheung,24455,2019-01-11--2019-01-18,hk,1J5BddQdboGuo7WaumK5LD
104,必殺技 - Live,Leo Ku,24425,2019-01-11--2019-01-18,hk,7oPrKydZ1xLIFXzjHLUGE5
105,歲月如歌,Eason Chan,24397,2019-01-11--2019-01-18,hk,209lkexhDOdjGJMv9iw3rJ
106,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,24396,2019-01-11--2019-01-18,hk,68EMU2RD1ECNeOeJ5qAXCV
107,男朋友,Louis Koo,24381,2019-01-11--2019-01-18,hk,4HBOOGIvjHGOrdtEiFkN03
108,如果雨之後,Eric Chou,24243,2019-01-11--2019-01-18,hk,6kabSi7XCHHGThNme6J2tL
109,可惜我是水瓶座,Miriam Yeung,23881,2019-01-11--2019-01-18,hk,1sWUT5hSawhEctQEQrVQdn
110,羅生門,Juno Mak,23875,2019-01-11--2019-01-18,hk,7xAVLrbnud6OrU6f4FmxDr
111,whoa (mind in awe),XXXTENTACION,23823,2019-01-11--2019-01-18,hk,7pdF27mSDuPWhppnHAmWHa
112,Let Me Down Slowly,Alec Benjamin,23799,2019-01-11--2019-01-18,hk,2qxmye6gAegTMjLKEBoR3d
113,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,23788,2019-01-11--2019-01-18,hk,1ZLrDPgR7mvuTco3rQK8Pk
114,I Like Me Better,Lauv,23682,2019-01-11--2019-01-18,hk,2P91MQbaiQOfbiz9VqhqKQ
115,最後晚餐,Supper Moment,23554,2019-01-11--2019-01-18,hk,71b8CQvcm070jgEypaevrV
116,沐春風,Kay Tse,23554,2019-01-11--2019-01-18,hk,4mE4scEJMESCPSrM4IH5tw
117,不該,Jay Chou,23550,2019-01-11--2019-01-18,hk,7LyCtbxher5m97MImn5M3l
118,明明他已離開妳,Hins Cheung,23549,2019-01-11--2019-01-18,hk,1lTbjJHizaTlozAvSCEtcw
119,小問題,AGA,23546,2019-01-11--2019-01-18,hk,0Eozbd447x0jSZZNeMAXS2
120,可惜沒如果,JJ Lin,23375,2019-01-11--2019-01-18,hk,6WoQzK5Exbfcmow1AoNRkl
121,光年之外 (電影 《Passengers》 中國區主題曲),G.E.M.,23306,2019-01-11--2019-01-18,hk,1bkvGbgK4HU8B7Ue4k7O7I
122,La Vie en Rose,IZ*ONE,23287,2019-01-11--2019-01-18,hk,1fRaznZsAB2i63TtmYv2Hc
123,寧願當初不相見,Dear Jane,23240,2019-01-11--2019-01-18,hk,6ZJB06vzE9EtFVfVCv4Z4R
124,%%(Eung Eung),Apink,23094,2019-01-11--2019-01-18,hk,6MiGIhcqRysLfTTeTEgSuv
125,Attention,Charlie Puth,22909,2019-01-11--2019-01-18,hk,5cF0dROlMOK5uNZtivgu50
126,I'll Never Love Again - Film Version - Radio Edit,Lady Gaga,22643,2019-01-11--2019-01-18,hk,3DKpA54hrFIdPN6AtL9HXa
127,命硬,Justin Lo,22611,2019-01-11--2019-01-18,hk,47RgWWTJno746wCInL4gQz
128,修煉愛情,JJ Lin,22545,2019-01-11--2019-01-18,hk,190kU2WKyIzx9XaBjfWRPk
129,Hello My Love,Westlife,22530,2019-01-11--2019-01-18,hk,4EtIza2cKMmR2XP7idebXG
130,長相廝守,ToNick,22371,2019-01-11--2019-01-18,hk,44TjgDPUGUqU3ylA8tBkVf
131,Head Above Water,Avril Lavigne,22344,2019-01-11--2019-01-18,hk,1N7YeVU0ZwAFbOhwM61ef6
132,Calma - Remix,Pedro Capó,22333,2019-01-11--2019-01-18,hk,5iwz1NiezX7WWjnCgY5TH4
133,老少平安,Pakho Chau,22260,2019-01-11--2019-01-18,hk,0ZWtiDdfJAkcP3ZdevS5Sk
134,I'm a Mess,Bebe Rexha,22245,2019-01-11--2019-01-18,hk,04ZTP5KsCypmtCmQg5tH9R
135,再不再見,C AllStar,22228,2019-01-11--2019-01-18,hk,1kcNUj4udKEFesxdclbh8n
136,Rewrite The Stars,Zac Efron,22190,2019-01-11--2019-01-18,hk,630sXRhIcfwr2e4RdNtjKN
137,我們 - 《後來的我們》電影主題曲,Eason Chan,22018,2019-01-11--2019-01-18,hk,0Uf0SvwUrf02ucIt1d0Wos
138,體面(電影《前任3:再見前任》插曲),Kelly Yu,21996,2019-01-11--2019-01-18,hk,7cE5ehlKJ3L9Ejhzm3udcF
139,歲月靜好,Hins Cheung,21854,2019-01-11--2019-01-18,hk,3xNqmcJihjJX3EhN29HmOQ
140,說好的幸福呢,Jay Chou,21808,2019-01-11--2019-01-18,hk,6W2tmkeuHKaedHhdTPnyVs
141,時光機,Terence Siufay,21785,2019-01-11--2019-01-18,hk,53lFtfrl5Of2Hkr5eiNscQ
142,幸福之歌,Supper Moment,21775,2019-01-11--2019-01-18,hk,25atREPmk8jKg0WlI28bsV
143,慢慢喜歡你,Karen Mok,21771,2019-01-11--2019-01-18,hk,7EoyERNueJuFlQbyrRB0US
144,Love Shot,EXO,21568,2019-01-11--2019-01-18,hk,33NAYATbWRoo5RuEP30JBZ
145,Lie To Me (feat. Julia Michaels),5 Seconds of Summer,21562,2019-01-11--2019-01-18,hk,6GzApXoBQiiAjak3tOQfV3
146,IDGAF,Dua Lipa,21520,2019-01-11--2019-01-18,hk,76cy1WJvNGJTj78UqeA5zr
147,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,21308,2019-01-11--2019-01-18,hk,5Gu0PDLN4YJeW75PpBSg9p
148,年少有為,Ronghao Li,21294,2019-01-11--2019-01-18,hk,6XY80Ofqd8j0SGiEdRLwCp
149,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,21232,2019-01-11--2019-01-18,hk,1bhUWB0zJMIKr9yVPrkEuI
150,不為誰而作的歌,JJ Lin,21226,2019-01-11--2019-01-18,hk,0VqSdtXseb9khdZrnYVyM1
151,breathin,Ariana Grande,21176,2019-01-11--2019-01-18,hk,4OafepJy2teCjYJbvFE60J
152,I’M OK,iKON,21121,2019-01-11--2019-01-18,hk,6uHoPVdPEqXlH1Kd3KqTIJ
153,大哥,Janice Vidal,21074,2019-01-11--2019-01-18,hk,2fzOOTi4YDXENpUCr1fiaW
154,獨一無二,AGA,21071,2019-01-11--2019-01-18,hk,24L9JvI4WHMIG5RfjWkkqF
155,Symphony (feat. Zara Larsson),Clean Bandit,21070,2019-01-11--2019-01-18,hk,72gv4zhNvRVdQA0eOenCal
156,Lemon,Kenshi Yonezu,21048,2019-01-11--2019-01-18,hk,35KlorpQ6LQVVslvlcu1gN
157,你是你本身的傳奇,Charmaine Fong,21013,2019-01-11--2019-01-18,hk,5uMkdWf1H6JEcpcdnPOSZM
158,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,21010,2019-01-11--2019-01-18,hk,4Uy3kNxW2kB8AEoXljEcth
159,下一位前度,Terence Lam,20987,2019-01-11--2019-01-18,hk,0Q3jOuEpx8Esi2qZMQSghl
160,明年今日,Eason Chan,20979,2019-01-11--2019-01-18,hk,4UD5xrQI4nKftCje1y5Te9
161,以後別做朋友,Eric Chou,20961,2019-01-11--2019-01-18,hk,7zyYmIdjqqiX6kLryb7QBx
162,FRIENDS,Marshmello,20863,2019-01-11--2019-01-18,hk,08bNPGLD8AhKpnnERrAc6G
163,monster,21 Savage,20715,2019-01-11--2019-01-18,hk,2FUNBaa5DwItJtYEBgAblU
164,與你常在,Eason Chan,20686,2019-01-11--2019-01-18,hk,3yBDri0oak1SaluzJ3BZu9
165,Happier,Ed Sheeran,20628,2019-01-11--2019-01-18,hk,2RttW7RAu5nOAfq6YFvApB
166,Treat You Better,Shawn Mendes,20610,2019-01-11--2019-01-18,hk,3QGsuHI8jO1Rx4JWLUh9jd
167,哪裡只得我共你,Dear Jane,20587,2019-01-11--2019-01-18,hk,6oHNXUrt4s5JJIM1WoOwsZ
168,分手總約在雨天,Charmaine Fong,20568,2019-01-11--2019-01-18,hk,4F58voptx3uo1bNiJ6i1P9
169,男人背後,Pakho Chau,20476,2019-01-11--2019-01-18,hk,5fFsbYb2tewS0dvWKD9iVc
170,Solo (feat. Demi Lovato),Clean Bandit,20270,2019-01-11--2019-01-18,hk,3NuK5xMlSlB6K2Qp16zf3h
171,死性不改,Twins,20242,2019-01-11--2019-01-18,hk,7aMEBZUCJFyV4VM60yEHtC
172,SAD!,XXXTENTACION,20213,2019-01-11--2019-01-18,hk,3ee8Jmje8o58CHK66QrVC2
173,Let You Love Me,Rita Ora,20208,2019-01-11--2019-01-18,hk,5Fla3zyOCcIRqrDoKLU0DP
174,comethru,Jeremy Zucker,20070,2019-01-11--2019-01-18,hk,6fFTPGGItuEpjwXRUIr4rk
175,無盡,Supper Moment,20030,2019-01-11--2019-01-18,hk,6TNz79kvUVVQSM2EhZQVq8
176,Lucid Dreams,Juice WRLD,19950,2019-01-11--2019-01-18,hk,285pBltuF7vW8TeWk8hdRR
177,Someone You Loved,Lewis Capaldi,19889,2019-01-11--2019-01-18,hk,2TIlqbIneP0ZY1O0EzYLlc
178,A Thousand Years,Christina Perri,19765,2019-01-11--2019-01-18,hk,6lanRgr6wXibZr8KgzXxBl
179,大男孩,BOYZ,19691,2019-01-11--2019-01-18,hk,63dPmo7F3rEXmVAnrnBv43
180,她說,JJ Lin,19678,2019-01-11--2019-01-18,hk,632VyMrvhsHIsO4zq9khts
181,假使世界原來不像你預期,Charmaine Fong,19669,2019-01-11--2019-01-18,hk,53HxUdYRCRMdzYPG0qhGUP
182,idontwannabeyouanymore,Billie Eilish,19493,2019-01-11--2019-01-18,hk,40T5GIqQ1CegGm2PTEl8Bu
183,rockstar (feat. 21 Savage),Post Malone,19474,2019-01-11--2019-01-18,hk,0e7ipj03S05BNilyu5bRzt
184,演員,Joker Xue,19443,2019-01-11--2019-01-18,hk,6LunoYd3xpZ19sICOXS8Xd
185,lovely,Billie Eilish,19208,2019-01-11--2019-01-18,hk,1NJcg626wLln4pGHpiV7mf
186,經過一些秋與冬,Dear Jane,19118,2019-01-11--2019-01-18,hk,4pw59ml6lY3WnP90tfyDGP
187,烏托邦 - TVB劇集「再創世紀」主題曲,Pakho Chau,19086,2019-01-11--2019-01-18,hk,48m7TXoMLrgJlhWdiuwV9Z
188,In My Blood,Shawn Mendes,18996,2019-01-11--2019-01-18,hk,2QZ7WLBE8h2y1Y5Fb8RYbH
189,困獸・28,Juno Mak,18857,2019-01-11--2019-01-18,hk,3HQKnHJRa1ismNUaip2vLp
190,LOVE SCENARIO,iKON,18824,2019-01-11--2019-01-18,hk,6qAzAmPBUpGrk7XADZHR5k
191,Best Part (feat. Daniel Caesar),H.E.R.,18796,2019-01-11--2019-01-18,hk,4OBZT9EnhYIV17t4pGw7ig
192,Kong,Justin Lo,18770,2019-01-11--2019-01-18,hk,5hQwJOWx41wiWH305GT7pf
193,倒數,G.E.M.,18756,2019-01-11--2019-01-18,hk,2HmM5p02Q2qrYZvXJRLVx3
194,Happy Now,Zedd,18732,2019-01-11--2019-01-18,hk,4keoy2fqgwGnbWlm3ZVZFa
195,Project Dreams,Marshmello,18721,2019-01-11--2019-01-18,hk,0PowxVSTY2uh1CPc8EPKyX
196,富士山下,Eason Chan,18692,2019-01-11--2019-01-18,hk,3cthRwQ2X0SNTaauD7tjn5
197,野孩子,Miriam Yeung,18665,2019-01-11--2019-01-18,hk,66YUHByAhvckqMtO9EkJ1J
198,形影不離,Hins Cheung,18640,2019-01-11--2019-01-18,hk,3pNphaS9NbCKDI31Nt0fQC
199,Different World (feat. CORSAK),Alan Walker,18622,2019-01-11--2019-01-18,hk,4heFQCyiW0RUEX1Q1lb008
200,每天愛你多一些,Jacky Cheung,18510,2019-01-11--2019-01-18,hk,7uzJKRRrTqxUOeTtwQMd36
1,7 rings,Ariana Grande,208993,2019-01-18--2019-01-25,hk,14msK75pk3pA33pzPVNtBF
2,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,104081,2019-01-18--2019-01-25,hk,3KkXRkHbMCARz0aVfEt68P
3,Dancing With A Stranger (with Normani),Sam Smith,101618,2019-01-18--2019-01-25,hk,6Qs4SXO9dwPj5GKvVOv8Ki
4,"thank u, next",Ariana Grande,92715,2019-01-18--2019-01-25,hk,2rPE9A1vEgShuZxxzR2tZH
5,Without Me,Halsey,86816,2019-01-18--2019-01-25,hk,5p7ujcrUXASCNwRaWNHR1C
6,Wow.,Post Malone,83188,2019-01-18--2019-01-25,hk,6MWtB6iiXyIwun0YzU6DFP
7,百年樹木,Hins Cheung,78714,2019-01-18--2019-01-25,hk,5ql4tlxS3GtADNsSRi2GnW
8,Everything I Need (From Aquaman: Original Motion Picture Soundtrack) - Film Version,Skylar Grey,70704,2019-01-18--2019-01-25,hk,1SO5RyYJZUAI0aHkAkrF2p
9,Saturday Nights,Khalid,63811,2019-01-18--2019-01-25,hk,5kfNriitmkNE8mUbZ7gbq8
10,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,62578,2019-01-18--2019-01-25,hk,3ayrHkyorPEpeOBvZ76SwG
11,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,60641,2019-01-18--2019-01-25,hk,5JEx7HbmvHQQswJCsoo9rA
12,Shallow,Lady Gaga,59902,2019-01-18--2019-01-25,hk,2VxeLyX666F8uXCJ0dZF8B
13,Hope,The Chainsmokers,56198,2019-01-18--2019-01-25,hk,4BiiOzZCrXEzHRLYcYFiD5
14,Lost in the Fire,Gesaffelstein,55706,2019-01-18--2019-01-25,hk,7wFybC8jBH3zE139OpCtpG
15,龍舌蘭,Eason Chan,55614,2019-01-18--2019-01-25,hk,2yJuzhRAp75De9QFcR0qXl
16,Sweet but Psycho,Ava Max,55332,2019-01-18--2019-01-25,hk,25sgk305KZfyuqVBQIahim
17,SOLO,JENNIE,54370,2019-01-18--2019-01-25,hk,2wVDWtLKXunswWecARNILj
18,(一個男人) 一個女人 和浴室,Louis Koo,53605,2019-01-18--2019-01-25,hk,5NvsRbIoMFMqBAVFHn1f3X
19,春秋,Hins Cheung,48296,2019-01-18--2019-01-25,hk,2WVbMoHdWCspdiEa7OnG1D
20,High Hopes,Panic! At The Disco,46802,2019-01-18--2019-01-25,hk,1rqqCSm0Qe4I9rUvWncaom
21,裝睡的情人,Hins Cheung,46596,2019-01-18--2019-01-25,hk,5hdFOCoXHRbGEGF6A0IylT
22,漸漸,Eason Chan,44841,2019-01-18--2019-01-25,hk,1o5PE9VNUd8EJtcYLA3QxP
23,"Fire On Fire - From ""Watership Down""",Sam Smith,42954,2019-01-18--2019-01-25,hk,5rFj8OzffT0iggSjcBaeND
24,認真如初,Jason Chan,42533,2019-01-18--2019-01-25,hk,2rdcqS9cMomMCHqtX3v7hM
25,Look Back at It,A Boogie Wit da Hoodie,41537,2019-01-18--2019-01-25,hk,3Ol2xnObFdKV9pmRD2t9x8
26,Giant (with Rag'n'Bone Man),Calvin Harris,41218,2019-01-18--2019-01-25,hk,5itOtNx0WxtJmi1TQ3RuRd
27,Always Remember Us This Way,Lady Gaga,40677,2019-01-18--2019-01-25,hk,2rbDhOo9Fh61Bbu23T2qCk
28,imagine,Ariana Grande,40527,2019-01-18--2019-01-25,hk,0todbbT9g5uQGbeFCiBf2F
29,永遠飛行模式,Dear Jane,40481,2019-01-18--2019-01-25,hk,5EIzOqZAhzahqfECAm68sY
